Species,Genus,Family,RangeSize,Groups
Dopatrium junceum,Dopatrium,Plantaginaceae,60,Intermediate
Elatine brachysperma,Elatine,Elatinaceae,60,Intermediate
Isoetes occidentalis,Isoetes,Isoetaceae,60,Intermediate
Nymphaea glandulifera,Nymphaea,Nymphaeaceae,60,Intermediate
Nymphaea lingulata,Nymphaea,Nymphaeaceae,60,Intermediate
Nymphoides aurantiaca,Nymphoides,Menyanthaceae,60,Intermediate
Pontederia sagittata,Pontederia,Pontederiaceae,60,Intermediate
Thurnia sphaerocephala,Thurnia,Thurniaceae,60,Intermediate
Trapa incisa,Trapa,Lythraceae,60,Intermediate
Wolffia australiana,Wolffia,Araceae,60,Intermediate
Wolffiella welwitschii,Wolffiella,Araceae,60,Intermediate
Andropogon hypogynus,Andropogon,Poaceae,59,Intermediate
Bacopa caroliniana,Bacopa,Plantaginaceae,59,Intermediate
Blyxa japonica,Blyxa,Hydrocharitaceae,59,Intermediate
Canna flaccida,Canna,Cannaceae,59,Intermediate
Chorizandra cymbaria,Chorizandra,Cyperaceae,59,Intermediate
Cyperus brasiliensis,Cyperus,Cyperaceae,59,Intermediate
Eleocharis ussuriensis,Eleocharis,Cyperaceae,59,Intermediate
Eleocharis variegata,Eleocharis,Cyperaceae,59,Intermediate
Limnosipanea spruceana,Limnosipanea,Rubiaceae,59,Intermediate
Nymphaea elegans,Nymphaea,Nymphaeaceae,59,Intermediate
Scleria lacustris,Scleria,Cyperaceae,59,Intermediate
Bacopa repens,Bacopa,Plantaginaceae,58,Intermediate
Cyperus flavescens,Cyperus,Cyperaceae,58,Intermediate
Epilobium tibetanum,Epilobium,Onagraceae,58,Intermediate
Ipomoea subrevoluta,Ipomoea,Convolvulaceae,58,Intermediate
Isoetes howellii,Isoetes,Isoetaceae,58,Intermediate
Leptochloa panicoides,Leptochloa,Poaceae,58,Intermediate
Rhynchospora fabrei,Rhynchospora,Cyperaceae,58,Intermediate
Triglochin bulbosa,Triglochin,Juncaginaceae,58,Intermediate
Xyris malmeana,Xyris,Xyridaceae,58,Intermediate
Cyperus platystylis,Cyperus,Cyperaceae,57,Intermediate
Cyperus scariosus,Cyperus,Cyperaceae,57,Intermediate
Eleocharis debilis,Eleocharis,Cyperaceae,57,Intermediate
Juncus supiniformis,Juncus,Juncaceae,57,Intermediate
Lobelia alsinoides,Lobelia,Campanulaceae,57,Intermediate
Myriophyllum propinquum,Myriophyllum,Haloragaceae,57,Intermediate
Nymphoides exiliflora,Nymphoides,Menyanthaceae,57,Intermediate
Sium medium,Sium,Apiaceae,57,Intermediate
Syngonanthus anomalus,Syngonanthus,Eriocaulaceae,57,Intermediate
Trapella sinensis,Trapella,Plantaginaceae,57,Intermediate
Aeschynomene montevidensis,Aeschynomene,Fabaceae,56,Intermediate
Althenia australis,Althenia,Potamogetonaceae,56,Intermediate
Eleocharis mitracarpa,Eleocharis,Cyperaceae,56,Intermediate
Eleocharis viridans,Eleocharis,Cyperaceae,56,Intermediate
Glossostigma cleistanthum,Glossostigma,Phrymaceae,56,Intermediate
Heteranthera oblongifolia,Heteranthera,Pontederiaceae,56,Intermediate
Hibiscus coccineus,Hibiscus,Malvaceae,56,Intermediate
Hymenachne grumosa,Hymenachne,Poaceae,56,Intermediate
Miscanthidium junceum,Miscanthidium,Poaceae,56,Intermediate
Najas affinis,Najas,Hydrocharitaceae,56,Intermediate
Persicaria stelligera,Persicaria,Polygonaceae,56,Intermediate
Potamogeton vaseyi,Potamogeton,Potamogetonaceae,56,Intermediate
Ptilimnium nuttallii,Ptilimnium,Apiaceae,56,Intermediate
Sphaeranthus senegalensis,Sphaeranthus,Asteraceae,56,Intermediate
Urochloa arrecta,Urochloa,Poaceae,56,Intermediate
Xyris schizachne,Xyris,Xyridaceae,56,Intermediate
Aponogeton junceus,Aponogeton,Aponogetonaceae,55,Intermediate
Centrostachys aquatica,Centrostachys,Amaranthaceae,55,Intermediate
Cyperus malaccensis,Cyperus,Cyperaceae,55,Intermediate
Eriocaulon humboldtii,Eriocaulon,Eriocaulaceae,55,Intermediate
Leersia sayanuka,Leersia,Poaceae,55,Intermediate
Nymphoides hydrophylla,Nymphoides,Menyanthaceae,55,Intermediate
Aeschynomene pratensis,Aeschynomene,Fabaceae,54,Intermediate
Aquarius floribundus,Aquarius,Alismataceae,54,Intermediate
Callitriche deflexa,Callitriche,Plantaginaceae,54,Intermediate
Chrysopogon zizanioides,Chrysopogon,Poaceae,54,Intermediate
Fimbristylis aphylla,Fimbristylis,Cyperaceae,54,Intermediate
Luziola fluitans,Luziola,Poaceae,54,Intermediate
Najas pectinata,Najas,Hydrocharitaceae,54,Intermediate
Noterophila limnobios,Noterophila,Melastomataceae,54,Intermediate
Potamogeton australiensis,Potamogeton,Potamogetonaceae,54,Intermediate
Ranunculus bonariensis,Ranunculus,Ranunculaceae,54,Intermediate
Ranunculus polyphyllus,Ranunculus,Ranunculaceae,54,Intermediate
Rhynchospora cariciformis,Rhynchospora,Cyperaceae,54,Intermediate
Sagittaria planitiana,Sagittaria,Alismataceae,54,Intermediate
Abolboda grandis,Abolboda,Xyridaceae,53,Intermediate
Coelachne simpliciuscula,Coelachne,Poaceae,53,Intermediate
Coleataenia prionitis,Coleataenia,Poaceae,53,Intermediate
Cuphea repens,Cuphea,Lythraceae,53,Intermediate
Cyperus pumilus,Cyperus,Cyperaceae,53,Intermediate
Elodea najas,Elodea,Hydrocharitaceae,53,Intermediate
Eryngium humile,Eryngium,Apiaceae,53,Intermediate
Halerpestes tricuspis,Halerpestes,Ranunculaceae,53,Intermediate
Lysichiton camtschatcensis,Lysichiton,Araceae,53,Intermediate
Paspalum wrightii,Paspalum,Poaceae,53,Intermediate
Ruppia tuberosa,Ruppia,Ruppiaceae,53,Intermediate
Schoenoplectiella smithii,Schoenoplectiella,Cyperaceae,53,Intermediate
Scleria greigiifolia,Scleria,Cyperaceae,53,Intermediate
Senegalia velutina,Senegalia,Fabaceae,53,Intermediate
Acroceras macrum,Acroceras,Poaceae,52,Intermediate
Althenia cylindrocarpa,Althenia,Potamogetonaceae,52,Intermediate
Aquarius trialatus,Aquarius,Alismataceae,52,Intermediate
Bidens maximowicziana,Bidens,Asteraceae,52,Intermediate
Cyperus pectinatus,Cyperus,Cyperaceae,52,Intermediate
Eleocharis confervoides,Eleocharis,Cyperaceae,52,Intermediate
Eryngium floribundum,Eryngium,Apiaceae,52,Intermediate
Gratiola ebracteata,Gratiola,Plantaginaceae,52,Intermediate
Hydrocleys martii,Hydrocleys,Alismataceae,52,Intermediate
Juncus lomatophyllus,Juncus,Juncaceae,52,Intermediate
Navarretia leucocephala,Navarretia,Polemoniaceae,52,Intermediate
Nymphoides parviflora,Nymphoides,Menyanthaceae,52,Intermediate
Pontederia parviflora,Pontederia,Pontederiaceae,52,Intermediate
Schoenoplectus heterochaetus,Schoenoplectus,Cyperaceae,52,Intermediate
Spathanthus bicolor,Spathanthus,Rapateaceae,52,Intermediate
Urochloa distachyos,Urochloa,Poaceae,52,Intermediate
Utricularia olivacea,Utricularia,Lentibulariaceae,52,Intermediate
Xyris uleana,Xyris,Xyridaceae,52,Intermediate
Chorizandra enodis,Chorizandra,Cyperaceae,51,Intermediate
Enydra radicans,Enydra,Asteraceae,51,Intermediate
Helosciadium repens,Helosciadium,Apiaceae,51,Intermediate
Myriophyllum caput-medusae,Myriophyllum,Haloragaceae,51,Intermediate
Najas horrida,Najas,Hydrocharitaceae,51,Intermediate
Nuphar microphylla,Nuphar,Nymphaeaceae,51,Intermediate
Nymphoides aquatica,Nymphoides,Menyanthaceae,51,Intermediate
Nymphoides thunbergiana,Nymphoides,Menyanthaceae,51,Intermediate
Ranunculus lateriflorus,Ranunculus,Ranunculaceae,51,Intermediate
Rotala tenella,Rotala,Lythraceae,51,Intermediate
Trithuria submersa,Trithuria,Hydatellaceae,51,Intermediate
Cyperus tenuifolius,Cyperus,Cyperaceae,50,Intermediate
Echinochloa jubata,Echinochloa,Poaceae,50,Intermediate
Epilobium campestre,Epilobium,Onagraceae,50,Intermediate
Isoetes tuckermanii,Isoetes,Isoetaceae,50,Intermediate
Oxychloe andina,Oxychloe,Juncaceae,50,Intermediate
Paspalum morichalense,Paspalum,Poaceae,50,Intermediate
Rorippa sphaerocarpa,Rorippa,Brassicaceae,50,Intermediate
Rumex bidens,Rumex,Polygonaceae,50,Intermediate
Schoenoplectiella hotarui,Schoenoplectiella,Cyperaceae,50,Intermediate
Scleria poiformis,Scleria,Cyperaceae,50,Intermediate
Stemodia lanceolata,Stemodia,Plantaginaceae,50,Intermediate
Syngonanthus densiflorus,Syngonanthus,Eriocaulaceae,50,Intermediate
Utricularia nana,Utricularia,Lentibulariaceae,50,Intermediate
Wolffiella oblonga,Wolffiella,Araceae,50,Intermediate
Eriocaulon compressum,Eriocaulon,Eriocaulaceae,49,Intermediate
Fuirena camptotricha,Fuirena,Cyperaceae,49,Intermediate
Iris fulva,Iris,Iridaceae,49,Intermediate
Lagarosiphon muscoides,Lagarosiphon,Hydrocharitaceae,49,Intermediate
Luziola brasiliana,Luziola,Poaceae,49,Intermediate
Marsilea strigosa,Marsilea,Marsileaceae,49,Intermediate
Myriophyllum dicoccum,Myriophyllum,Haloragaceae,49,Intermediate
Ranunculus hydrocharoides,Ranunculus,Ranunculaceae,49,Intermediate
Senegalia tucumanensis,Senegalia,Fabaceae,49,Intermediate
Agrostis breviculmis,Agrostis,Poaceae,48,Intermediate
Crassula granvikii,Carex,Cyperaceae,48,Intermediate
Eryngium coronatum,Eryngium,Apiaceae,48,Intermediate
Lobelia glandulosa,Lobelia,Campanulaceae,48,Intermediate
Myriophyllum humile,Myriophyllum,Haloragaceae,48,Intermediate
Noterophila nana,Noterophila,Melastomataceae,48,Intermediate
Nymphoides fallax,Nymphoides,Menyanthaceae,48,Intermediate
Sagittaria australis,Sagittaria,Alismataceae,48,Intermediate
Utricularia tenuissima,Utricularia,Lentibulariaceae,48,Intermediate
Utricularia viscosa,Utricularia,Lentibulariaceae,48,Intermediate
Bolbitis heudelotii,Bolbitis,Polypodiaceae,47,Intermediate
Eleocharis albida,Eleocharis,Cyperaceae,47,Intermediate
Eleocharis jelskiana,Eleocharis,Cyperaceae,47,Intermediate
Eleocharis nana,Eleocharis,Cyperaceae,47,Intermediate
Potamogeton fryeri,Potamogeton,Potamogetonaceae,47,Intermediate
Schoenus fluitans,Schoenus,Cyperaceae,47,Intermediate
Utricularia reflexa,Utricularia,Lentibulariaceae,47,Intermediate
Zizaniopsis miliacea,Zizaniopsis,Poaceae,47,Intermediate
Althenia preissii,Althenia,Potamogetonaceae,46,Intermediate
Eleocharis baldwinii,Eleocharis,Cyperaceae,46,Intermediate
Eleocharis kuroguwai,Eleocharis,Cyperaceae,46,Intermediate
Eleocharis obtusetrigona,Eleocharis,Cyperaceae,46,Intermediate
Eleocharis squamigera,Eleocharis,Cyperaceae,46,Intermediate
Lindernia brachyphylla,Lindernia,Linderniaceae,46,Intermediate
Littorella americana,Littorella,Plantaginaceae,46,Intermediate
Ludwigia torulosa,Ludwigia,Onagraceae,46,Intermediate
Rhynchospora inundata,Rhynchospora,Cyperaceae,46,Intermediate
Rorippa tenerrima,Rorippa,Brassicaceae,46,Intermediate
Sacciolepis angustissima,Sacciolepis,Poaceae,46,Intermediate
Ammannia crassicaulis,Ammannia,Lythraceae,45,Intermediate
Baldellia repens,Baldellia,Alismataceae,45,Intermediate
Crinum natans,Crinum,Amaryllidaceae,45,Intermediate
Cyperus metzii,Cyperus,Cyperaceae,45,Intermediate
Elodea bifoliata,Elodea,Hydrocharitaceae,45,Intermediate
Glyceria tonglensis,Glyceria,Poaceae,45,Intermediate
Hottonia inflata,Hottonia,Primulaceae,45,Intermediate
Lagenocarpus sabanensis,Lagenocarpus,Cyperaceae,45,Intermediate
Marsilea crotophora,Marsilea,Marsileaceae,45,Intermediate
Oryza brachyantha,Oryza,Poaceae,45,Intermediate
Potamogeton bicupulatus,Potamogeton,Potamogetonaceae,45,Intermediate
Utricularia adpressa,Utricularia,Lentibulariaceae,45,Intermediate
Actinoscirpus grossus,Actinoscirpus,Cyperaceae,44,Intermediate
Aponogeton queenslandicus,Aponogeton,Aponogetonaceae,44,Intermediate
Damasonium polyspermum,Damasonium,Alismataceae,44,Intermediate
Genlisea pygmaea,Genlisea,Lentibulariaceae,44,Intermediate
Isoetes coromandelina,Isoetes,Isoetaceae,44,Intermediate
Juncus megacephalus,Juncus,Juncaceae,44,Intermediate
Leptochloa coerulescens,Leptochloa,Poaceae,44,Intermediate
Limnosciadium pinnatum,Limnosciadium,Apiaceae,44,Intermediate
Ludwigia major,Ludwigia,Onagraceae,44,Intermediate
Ludwigia sedioides,Ludwigia,Onagraceae,44,Intermediate
Ottelia brasiliensis,Ottelia,Hydrocharitaceae,44,Intermediate
Phyllospadix torreyi,Phyllospadix,Zosteraceae,44,Intermediate
Potamogeton wrightii,Potamogeton,Potamogetonaceae,44,Intermediate
Wolffiella gladiata,Wolffiella,Araceae,44,Intermediate
Xanthosoma poeppigii,Xanthosoma,Araceae,44,Intermediate
Alloteropsis paniculata,Alloteropsis,Poaceae,43,Intermediate
Arundo plinii,Arundo,Poaceae,43,Intermediate
Coleanthus subtilis,Coleanthus,Poaceae,43,Intermediate
Diodia saponariifolia,Diodia,Rubiaceae,43,Intermediate
Juncus brachyphyllus,Juncus,Juncaceae,43,Intermediate
Ludwigia irwinii,Ludwigia,Onagraceae,43,Intermediate
Myriophyllum papillosum,Myriophyllum,Haloragaceae,43,Intermediate
Nymphaea immutabilis,Nymphaea,Nymphaeaceae,43,Intermediate
Nymphaea prolifera,Nymphaea,Nymphaeaceae,43,Intermediate
Rhynchospora scirpoides,Rhynchospora,Cyperaceae,43,Intermediate
Sagittaria cristata,Sagittaria,Alismataceae,43,Intermediate
Sparganium fallax,Sparganium,Typhaceae,43,Intermediate
Sphagneticola brachycarpa,Sphagneticola,Asteraceae,43,Intermediate
Stuckenia striata,Stuckenia,Potamogetonaceae,43,Intermediate
Syngonanthus longipes,Syngonanthus,Eriocaulaceae,43,Intermediate
Utricularia oliveriana,Utricularia,Lentibulariaceae,43,Intermediate
Carex sajanensis,Carex,Cyperaceae,42,Intermediate
Elatine rubella,Elatine,Elatinaceae,42,Intermediate
Eleocharis dregeana,Eleocharis,Cyperaceae,42,Intermediate
Eleocharis venezuelensis,Eleocharis,Cyperaceae,42,Intermediate
Eryngium aquaticum,Eryngium,Apiaceae,42,Intermediate
Eryngium corniculatum,Eryngium,Apiaceae,42,Intermediate
Isoetes maritima,Isoetes,Isoetaceae,42,Intermediate
Isoetes nuttallii,Isoetes,Isoetaceae,42,Intermediate
Isoetes riparia,Isoetes,Isoetaceae,42,Intermediate
Lobelia heyneana,Lobelia,Campanulaceae,42,Intermediate
Myriophyllum triphyllum,Myriophyllum,Haloragaceae,42,Intermediate
Potamogeton drummondii,Potamogeton,Potamogetonaceae,42,Intermediate
Syngonanthus biformis,Syngonanthus,Eriocaulaceae,42,Intermediate
Typha shuttleworthii,Typha,Typhaceae,42,Intermediate
Anubias barteri,Anubias,Araceae,41,Intermediate
Carex heterostachya,Carex,Cyperaceae,41,Intermediate
Ceratopteris cornuta,Ceratopteris,Pteridaceae,41,Intermediate
Cuphea polymorpha,Cuphea,Lythraceae,41,Intermediate
Eleocharis subfoliata,Eleocharis,Cyperaceae,41,Intermediate
Eriocaulon sellowianum,Eriocaulon,Eriocaulaceae,41,Intermediate
Gahnia javanica,Gahnia,Cyperaceae,41,Intermediate
Juncus longirostris,Juncus,Juncaceae,41,Intermediate
Luziola fragilis,Luziola,Poaceae,41,Intermediate
Marsilea macrocarpa,Marsilea,Marsileaceae,41,Intermediate
Myriophyllum gracile,Myriophyllum,Haloragaceae,41,Intermediate
Oryza meyeriana,Oryza,Poaceae,41,Intermediate
Rotala stagnina,Rotala,Lythraceae,41,Intermediate
Deinostema violacea,Deinostema,Plantaginaceae,40,Intermediate
Eleocharis albibracteata,Eleocharis,Cyperaceae,40,Intermediate
Limosella major,Limosella,Plantaginaceae,40,Intermediate
Myriophyllum ussuriense,Myriophyllum,Haloragaceae,40,Intermediate
Sagittaria subulata,Sagittaria,Alismataceae,40,Intermediate
Bacopa myriophylloides,Bacopa,Plantaginaceae,39,Intermediate
Butomus junceus,Butomus,Butomaceae,39,Intermediate
Cabomba palaeformis,Cabomba,Cabombaceae,39,Intermediate
Dichanthelium commutatum,Dichanthelium,Poaceae,39,Intermediate
Elatine californica,Elatine,Elatinaceae,39,Intermediate
Eleocharis fennica,Eleocharis,Cyperaceae,39,Intermediate
Genlisea guianensis,Genlisea,Lentibulariaceae,39,Intermediate
Heteranthera peduncularis,Heteranthera,Pontederiaceae,39,Intermediate
Imperata tenuis,Imperata,Poaceae,39,Intermediate
Iris brevicaulis,Iris,Iridaceae,39,Intermediate
Iris hexagona,Iris,Iridaceae,39,Intermediate
Isoetes triangula,Isoetes,Isoetaceae,39,Intermediate
Lagarosiphon cordofanus,Lagarosiphon,Hydrocharitaceae,39,Intermediate
Liparophyllum exaltatum,Liparophyllum,Menyanthaceae,39,Intermediate
Myriophyllum hippuroides,Myriophyllum,Haloragaceae,39,Intermediate
Myriophyllum muelleri,Myriophyllum,Haloragaceae,39,Intermediate
Noterophila bivalvis,Noterophila,Melastomataceae,39,Intermediate
Utricularia muelleri,Utricularia,Lentibulariaceae,39,Intermediate
Alisma canaliculatum,Alisma,Alismataceae,38,Intermediate
Aquarius grisebachii,Aquarius,Alismataceae,38,Intermediate
Bacopa sessiliflora,Bacopa,Plantaginaceae,38,Intermediate
Callitriche umbonata,Callitriche,Plantaginaceae,38,Intermediate
Cyperus glaber,Cyperus,Cyperaceae,38,Intermediate
Downingia elegans,Downingia,Campanulaceae,38,Intermediate
Eryngium eburneum,Eryngium,Apiaceae,38,Intermediate
Isolepis pseudosetacea,Isolepis,Cyperaceae,38,Intermediate
Lilaeopsis chinensis,Lilaeopsis,Apiaceae,38,Intermediate
Montia dichotoma,Montia,Montiaceae,38,Intermediate
Myriophyllum amphibium,Myriophyllum,Haloragaceae,38,Intermediate
Nymphaea potamophila,Nymphaea,Nymphaeaceae,38,Intermediate
Porterella carnosula,Porterella,Campanulaceae,38,Intermediate
Potamogeton mandschuriensis,Potamogeton,Potamogetonaceae,38,Intermediate
Rhynchospora tracyi,Rhynchospora,Cyperaceae,38,Intermediate
Thaumatophyllum undulatum,Thaumatophyllum,Araceae,38,Intermediate
Bolboschoenus laticarpus,Bolboschoenus,Cyperaceae,37,Intermediate
Cuphea fruticosa,Cuphea,Lythraceae,37,Intermediate
Eleocharis nitida,Eleocharis,Cyperaceae,37,Intermediate
Eleocharis pachystyla,Eleocharis,Cyperaceae,37,Intermediate
Eleocharis subarticulata,Eleocharis,Cyperaceae,37,Intermediate
Eleocharis wolfii,Eleocharis,Cyperaceae,37,Intermediate
Gratiola lutea,Gratiola,Plantaginaceae,37,Intermediate
Isachne ligulata,Isachne,Poaceae,37,Intermediate
Lobelia hassleri,Lobelia,Campanulaceae,37,Intermediate
Ludwigia linifolia,Ludwigia,Onagraceae,37,Intermediate
Lythrum maritimum,Lythrum,Lythraceae,37,Intermediate
Nymphaea lasiophylla,Nymphaea,Nymphaeaceae,37,Intermediate
Nymphaea leibergii,Nymphaea,Nymphaeaceae,37,Intermediate
Nymphaea oxypetala,Nymphaea,Nymphaeaceae,37,Intermediate
Nymphoides quadriloba,Nymphoides,Menyanthaceae,37,Intermediate
Rhynchospora eburnea,Rhynchospora,Cyperaceae,37,Intermediate
Rhynchospora fujiiana,Rhynchospora,Cyperaceae,37,Intermediate
Amphibromus fluitans,Amphibromus,Poaceae,36,Intermediate
Apinagia richardiana,Apinagia,Podostemaceae,36,Intermediate
Aponogeton elongatus,Aponogeton,Aponogetonaceae,36,Intermediate
Callitriche japonica,Callitriche,Plantaginaceae,36,Intermediate
Callitriche lechleri,Callitriche,Plantaginaceae,36,Intermediate
Didiplis diandra,Didiplis,Lythraceae,36,Intermediate
Diplacrum guianense,Diplacrum,Cyperaceae,36,Intermediate
Elatine americana,Elatine,Elatinaceae,36,Intermediate
Eriocaulon modestum,Eriocaulon,Eriocaulaceae,36,Intermediate
Eriocaulon steyermarkii,Eriocaulon,Eriocaulaceae,36,Intermediate
Glyceria spicata,Glyceria,Poaceae,36,Intermediate
Isoetes boryana,Isoetes,Isoetaceae,36,Intermediate
Juncus bryoides,Juncus,Juncaceae,36,Intermediate
Lilaeopsis carolinensis,Lilaeopsis,Apiaceae,36,Intermediate
Lilaeopsis novae-zelandiae,Lilaeopsis,Apiaceae,36,Intermediate
Marsilea macropoda,Marsilea,Marsileaceae,36,Intermediate
Panicum sumatrense,Panicum,Poaceae,36,Intermediate
Aeschynomene crassicaulis,Aeschynomene,Fabaceae,35,Intermediate
Aeschynomene nilotica,Aeschynomene,Fabaceae,35,Intermediate
Amphibromus recurvatus,Amphibromus,Poaceae,35,Intermediate
Bolboschoenus robustus,Bolboschoenus,Cyperaceae,35,Intermediate
Callitriche marginata,Callitriche,Plantaginaceae,35,Intermediate
Carex gayana,Carex,Cyperaceae,35,Intermediate
Carex schweinitzii,Carex,Cyperaceae,35,Intermediate
Coelachne africana,Coelachne,Poaceae,35,Intermediate
Cyperus mundii,Cyperus,Cyperaceae,35,Intermediate
Eleocharis melanocarpa,Eleocharis,Cyperaceae,35,Intermediate
Fimbristylis alboviridis,Fimbristylis,Cyperaceae,35,Intermediate
Genlisea roraimensis,Genlisea,Lentibulariaceae,35,Intermediate
Juncus beringensis,Juncus,Juncaceae,35,Intermediate
Myriophyllum filiforme,Myriophyllum,Haloragaceae,35,Intermediate
Rhyncholacis hydrocichorium,Rhyncholacis,Podostemaceae,35,Intermediate
Rhynchospora gollmeri,Rhynchospora,Cyperaceae,35,Intermediate
Schoenoplectiella roylei,Schoenoplectiella,Cyperaceae,35,Intermediate
Utricularia humboldtii,Utricularia,Lentibulariaceae,35,Intermediate
Aquarius lanceolatus,Aquarius,Alismataceae,34,Intermediate
Blyxa octandra,Blyxa,Hydrocharitaceae,34,Intermediate
Cyperus unioloides,Cyperus,Cyperaceae,34,Intermediate
Elatine ambigua,Elatine,Elatinaceae,34,Intermediate
